id;name;login;password;role;post
c323115a-516c-46b8-ad0f-57061227ddad;Dylan Hernandez;jhernandez;SOIc9Owh)+;2;The referee is at the finish line
3055e1a8-d452-4933-801b-10924ae2737b;Thomas Smith;moyerjessica;N%)0*X#jJ^;2;Deputy Chief Judge for the MTO
6ad666a6-b67e-4279-a905-138c43e20020;Janet Bailey;galvaneric;VyeMa1Zz0(;1;Chairman of the Technical Committee
58ffa83c-0881-4c15-8051-2d3f0af2896c;John Miller;laura75;phRB+1XrdW;2;Senior judge at the start
0a0e1203-07ce-4f12-b748-a6cfde47244b;Theresa Stokes;ndouglas;O*@1u4Qrg%;2;Chairman of the Technical Committee
342100a9-10e0-4091-a2b2-e6ef35608e3a;James Haynes;stephen59;@WkANbG9Q2;2;The referee is at the finish line
646efc56-4946-4f7e-b080-ddee2ae98919;Jessica Baker;tammybuck;(7poPEinCr;2;Senior judge at the start
3121ae9e-0234-4d96-a231-6d7ddfe563d9;Ryan Rodriguez;andrew33;Qw^nQ9Gy9v;2;Chairman of the Technical Committee
5a24153b-6b29-4b1c-8c87-2c72b9521325;Elizabeth Underwood;samanthastrong;7b9SJqHq8(;1;Deputy Chief Distance Judge
664709b8-543c-4293-af17-f2d9c48cb1f8;Jeremy Hill;iperez;)f*L_JSE0&;2;Deputy Chief Judge for the MTO
f6eb8c41-250b-41f3-92f3-59745801f77a;Dylan Clark;zachary36;6MAHaVhl)A;1;"Judge of the protest committee; empire in races with direct judging on the water"
6fdf9d07-61c4-4dea-ad3b-54f43ba7d65f;Charles Diaz;wsnow;J2F7Y@ic*F;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
e0d43dcc-2c6d-49ff-b8f7-140357b2baa4;Dorothy Martinez;shelby13;)a@1RP7U0m;2;Chief Secretary
7664f9f1-a4ca-48bb-9f62-baec41954e0b;Curtis Cook;ooneill;!L1NhpOIz*;2;The referee is at the finish line
3aca30dc-2086-4c7a-b41d-b7dd1ba67e4f;Pamela Dalton;dianehoward;jroRJefa!3;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
916d1049-4736-46a7-b8cd-aec3c6713a77;Kimberly Mccormick;marygomez;4emf(4Pa^V;1;Chairman of the Technical Committee
e8b8e87d-d196-43de-99c5-6098cb7cc8f8;Benjamin Blackburn;gomezchristina;)2##YkU#ao;2;The senior judge at the finish line
65bdc788-a1e0-46b3-84dd-d829fe27e6d1;Rhonda Jones;katherine68;r$@H^7Ex&!;1;The referee is at the starting line
149d2c25-96c4-4b6a-b03a-bcb170c1c922;Danielle Allen;tony79;34TUsi1V+D;2;The referee is at the finish line
d4b1804d-2b4d-4787-829d-720d6b146183;Mr. David Velasquez;dkelly;Nsk#7LxGZ#;2;"Judge of the protest committee; empire in races with direct judging on the water"
521354e8-7de0-4059-8a1c-9ab73b89c398;Daniel Forbes;heatherjohnson;_JLk@9Yse1;1;Chief Secretary
c2862c13-a148-493f-af3a-a4964d28b6c2;Andrew Hancock;toddlong;k$3AiRiU2F;1;The senior judge at the finish line
36f9fae2-5d83-4363-a073-77256381413d;William Cunningham;atkinsonthomas;k46$MW0U^+;1;Deputy Chief Judge for the MTO
dc871194-88d5-4546-a7ca-d72e23692653;Martha Underwood;kellervanessa;0gbjGO7S_h;1;Chairman of the Technical Committee
15c7289b-a581-4ed4-a1d2-bb40a08ff5d8;Justin Kim;kimberlysmith;7zF^3nuG+m;2;Chief Secretary
3e5ba81f-b792-47da-91ed-f60b4856a4a2;David Dennis;eric70;!h2^+El1_7;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
efd183cf-d3b0-47d9-8e3b-6f46100fa2ee;Chris Bright;johnsonharry;@STq6UiHo0;2;The referee is at the finish line
856b7001-1b3d-41c7-adf9-16881ae57656;David Edwards;shale;8b3y+IQha@;2;The senior judge at the finish line
38f68a09-c4ee-4b64-bae3-116fa7919589;Jessica Rivera;amanda52;Thx0xWTf#4;2;The referee is at the finish line
c73d77c3-b2fd-48b4-844a-b7d97772d957;Timothy Stephens;hansencolleen;3O2pCZMs#l;1;The referee is at the starting line
21482122-a149-4089-916c-816e57f0c7c2;Christine Hughes;pamelalarson;2IP&DrOw+3;2;Deputy Chief Judge for the MTO
446ec082-9b72-4956-b414-8525873c2b4a;Gregory Sharp;gerald24;(4RIh&9zN2;2;Deputy Chief Judge for the MTO
9903ee46-0e6c-46f2-a271-ded5ae44f104;Matthew Rodriguez;carly91;ji4J*TXm(c;2;The referee is at the finish line
c092a79e-3b53-4205-83de-9d8c477aedda;Anthony Wyatt;ojacobs;8kPRMnG*_%;1;Senior judge at the start
14cb7619-8cfd-4265-b5ee-36f964965b6f;Jennifer Ford;janet50;^k_eAy1rz3;1;"Judge of the protest committee; empire in races with direct judging on the water"
3417b091-86a9-43b7-8f3b-9409b4839dd8;Jennifer Bruce;kgalvan;r4Syk%pP(T;2;The referee is at the starting line
0a0e053b-e78a-4802-8281-315221986c89;Jessica Day;rjones;DVo#L4Kl_X;2;Chairman of the Technical Committee
949ca526-5c54-4ff2-827c-b502222bf82a;William Ruiz;cmooney;z1a_LIDS#G;2;The referee is at the finish line
82b1aa6f-47da-4ae8-a9b9-fa64fefdd9b7;Wanda Morris;webbreginald;F+2HH#4p$s;2;Senior judge at the start
cacfc02c-4d9e-4a91-b516-a0f257987462;Jacqueline Schmidt;agraham;U35N+!y%_c;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
6de2af14-ccbf-40dc-9155-cb316881cdf9;Chase Smith;zmarquez;8PuZ*ENU_x;1;The referee is at the finish line
26b6180d-69c3-4689-b5d5-1da193b538e4;Steven Salas;kirktanner;^0Ehr*Ye)s;2;The referee is at the starting line
609d65a0-f630-479c-be83-3ef3029f2ec3;Kenneth Anderson;jennifer67;^Mi#NkRg)8;1;Chairman of the Technical Committee
ff41f099-7265-4adc-865e-9ca5b5d5eecd;Linda Hood;hannahbates;5l%6N2Jx+);2;The referee is at the finish line
d0617567-d9f2-4aad-a1b5-e5d91175fec9;Jimmy Bishop;mccannamber;6L1GeyiL^A;1;Senior judge at the start
3255d75b-d2d0-4af3-9a99-baa135b5477b;Sarah Tran;simonmichael;_a#Yj3Zx&7;1;Deputy Chief Judge for the MTO
5709d1e0-7945-4386-95d2-7af74314af71;Mary Rogers;davidwarren;+lGtWalYG6;1;Deputy Chief Distance Judge
fc233a19-034d-4063-80f3-e09c5f86743d;Brandy Brown;elizabethmartinez;$pV0Qxpq)B;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
a620254a-4461-46c5-b6e6-68f36bdb12d8;Crystal Smith;vcrane;)S6SEhZ$jB;2;The senior judge at the finish line
515c46f4-b805-4688-9ea2-df801507d2f6;Albert Meyer;gregory20;^0GAg0g^K@;2;Chief Secretary
a292be32-8cbc-4917-8222-e0b4d467c7c4;David Allen;walter56;D%oqW1MZZw;1;The referee is at the finish line
03b3f577-6ab9-4fb8-b9b8-3ed7adc7402b;James Jones;webermichelle;SW(I8&Uyc9;2;"Judge of the protest committee; empire in races with direct judging on the water"
88b08e6a-f78a-4f6f-b2e2-ad3de056c97a;Andrea Williams;kmartin;*wED+dYw9z;1;The referee is at the finish line
7c08f8ed-76ad-4dc7-956a-eb78af6c4999;Janet Rogers;bowenelizabeth;Wq*L$6Dzb);1;Chief Secretary
fbd60f2d-a14f-4061-a70a-168c6d4b2f3e;Ricardo Hudson;yparks;cZ5TNGpx_6;1;Senior judge at the start
116417cc-1889-49ba-b5c7-4355dc28f9e1;Elizabeth Malone;evanmiller;%6VZLfbw4p;2;Chairman of the Technical Committee
aa1ce99f-725c-40ab-aa51-a9019cf7ed22;Keith Cohen;gwebb;pb@s6Qvk@x;2;"Judge of the protest committee; empire in races with direct judging on the water"
ceaa04b7-89d2-48ab-8c5c-005b2287b1a4;James Pineda;tvance;TOKL)Mnh!5;2;Deputy Chief Distance Judge
2c751738-c914-4aec-974b-27e51f525366;Charles Oliver;emilymcknight;+1nZ0g0jQh;2;Senior judge at the start
fd89160c-0edc-4f83-8505-912a15fd661c;Lauren Bennett;kurt51;SwG2BUf1&^;2;Senior judge at the start
accbaf36-e37a-4610-856f-7b794b03920d;Morgan Solomon;gregorymiles;SO7y%R!n(!;2;The referee is at the finish line
59db67a4-a120-49b7-80e0-443c24b4707d;Kelly Brewer;jacksonsteven;!PMkxl6RX4;1;Chairman of the Technical Committee
b1e3e701-9a5f-4c51-9a6f-7aed755d1cc9;Caitlin Franklin;zwright;*)@4GRqwC#;1;Deputy Chief Judge for the MTO
49d712cd-bb52-4f02-b8bf-9e09ce503be4;Mary Bowman DDS;timothy99;#XqGyBD504;1;Deputy Chief Distance Judge
69963892-7a58-44d9-9605-4ab294d1d9dd;Melissa Cruz;travis52;i*oD3EtX_Y;1;Chief Secretary
137e4eca-5b39-4515-9dbd-5c0052b87ef8;Carlos Maxwell;lturner;%!J2Bagf*x;2;The senior judge at the finish line
c3a1e77a-6fa1-4c58-b287-fae30a060acc;John Nguyen;francisco01;8$8aCFRmy%;1;Senior judge at the start
e78a4e51-f7d6-471e-a7df-324b19b93539;Crystal Perkins;zmills;#9vTn(G98V;2;Senior judge at the start
237ceeea-576f-4ece-8ae1-efb759c40c3b;Amanda Roberts;morgan54;*!Ug(3mcz1;1;Senior judge at the start
16b16af1-fd67-4769-ac40-7484a33a4603;Miranda Williams;danderson;w49VtAO1&I;2;Chairman of the Technical Committee
b2da0693-a0e8-430f-9df3-dafd27e80cb9;William Harris;vatkinson;^_pZmJc3b4;2;The referee is at the starting line
8aca5f67-e796-4092-859c-8beb51091e7e;Yesenia Mosley;jennifer57;@80rQUllI@;1;The referee is at the starting line
6f7274de-96c7-4625-842f-fe852cbd0a42;Christopher Edwards;jameserickson;E6k3*tBt$j;1;Chairman of the Technical Committee
fc6f586e-8bb4-45e2-ae40-e6144519b27e;Frank Allen;susanroberts;)R&u0Ove7c;1;Chief Secretary
9d504d7c-dd4d-4dd8-a190-cb6a53a825ce;Patrick Andrews;douglas82;D^_Jn98f!3;1;Deputy Chief Judge for the MTO
faa4825d-c089-4487-9b55-70807f4aee51;Richard Thompson;traceyhebert;a(O3XpKy&n;2;Chairman of the Technical Committee
463514ca-01d8-4a8b-9869-d099bf00b28b;Crystal Harper;ghahn;!#B7#QxX+a;1;The senior judge at the finish line
04bf44ef-e797-43be-9042-6577fb23da7d;Robert Ross;pittmanjenna;*eMZ5uLu+7;1;"Judge of the protest committee; empire in races with direct judging on the water"
687f71ae-d2e6-4591-ab0a-973d1328cd96;Kimberly Ruiz;thernandez;3)P*BLLe*P;2;The referee is at the finish line
efff6f3a-284e-4462-b621-149e71ea2946;Benjamin Hood;wagnerelaine;&3ErD)VN0u;2;Chairman of the Technical Committee
4710ccc8-2c2d-4fc9-a9d5-a0d9dd6bb689;Mr. Ralph Bailey;grantjason;3*N(OuV%#l;2;The referee is at the starting line
28f91959-7e52-47a9-bf19-72aae426944c;Kathryn Flores;debbiewarner;)w2)3Wj&B(;1;Deputy Chief Distance Judge
4033c568-9cc6-4d74-9ece-0b73008e5d4b;Joshua Smith;jennifer76;&768S$aM^n;2;Deputy Chief Judge for the MTO
82a96256-062d-4438-a141-866fc55eb140;Jeffery Golden;josephhenson;QW)y5aXdQg;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
abd69988-3ff4-48da-b1f4-2ea6ebeeabd4;Nancy Boyd;mcdowellgregory;8w0HQ_^b++;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
d40728b3-0462-4122-a991-b940641204af;Dana Jordan;brandon95;%A0nZXsLMm;2;Deputy Chief Distance Judge
a70257bc-c39f-4273-8903-d38f272478c9;Madison Hernandez;amanda73;f9Fs(uEl%4;1;The senior judge at the finish line
6d27bf9a-5104-4f87-a4bf-fe1d1fd95508;Alice Donovan;prattmichelle;C3FS1Ypd$e;2;Senior judge at the start
1d4d2ded-48e2-4ca0-89d7-256fb2772720;Ryan White;bryantjennifer;%A9QHerpP0;1;Deputy Chief Judge for the MTO
60e914de-6905-4c75-9a14-c372e6b4379f;Kevin Murray;pperkins;_8kzWax0Eu;2;The senior judge at the finish line
6932a94f-790c-479a-be2f-21c2b79f89d0;Christina Smith;bradymegan;Ww8sLaLm_z;1;The senior judge at the finish line
7f8d7c16-e8ed-4639-9e60-3dd16130edbd;Charles Hale;ulane;8iU2i85$@6;1;The referee is at the starting line
4acfddb2-ec09-40e9-a284-55ecbedb6ba3;Crystal Lawson;justin38;g1D4jb+^#Z;1;"Judge of the protest committee; empire in races with direct judging on the water"
5266bd78-106e-4cd0-bb91-dbb8d69b3ff1;Krystal Davis;kellyharrell;V7RKD7)g$0;1;Deputy Chief Distance Judge
9afa02a6-7927-48b0-8a69-be4cec39caa0;Joseph Valdez;adammartinez;+qVE9Br0#6;1;Chief Secretary
96a4c8d7-58c4-42fa-a230-f81748defd3a;William Gilbert;nicolecollins;@)aK3Fxc59;1;The referee is at the finish line
a80ee798-9a3c-48a3-ae08-3431477fb76e;Michael James;ogarza;p*FSWREj*9;1;The referee is at the finish line
dfd20fbb-00c6-4a15-bf19-96ebc1491e4b;Jesus Evans;jose86;*8Tb@0Ea^(;1;Senior judge at the start
09e75ccb-7207-4bc1-a352-8a6d684a0592;Daniel Campbell;andrew64;^%jCWkbyY1;2;Deputy Chief Judge for the MTO
754857bc-b2e0-498c-be7f-d4fdda1b8ffa;Monique Lewis;danavazquez;v)8iCbQ#v2;2;The referee is at the starting line
88678a30-d8f3-4efd-b7f1-fe6d1a989254;Matthew Smith;qwright;mD164xFds%;1;Deputy Chief Distance Judge
b2c7fac1-7805-437b-b53a-866800a9109a;Andrea Gentry;silvajessica;n+8TgWK%v&;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
f551807f-6c17-4479-86eb-b5e9e8e4cc9f;Carla Black;aprilroberson;$3HxCGiE3x;2;Deputy Chief Judge for the MTO
bb55e905-4f97-4594-8fba-a92229def94d;Lisa Howard;cathy94;UEg^4Ak1ib;1;Chief Secretary
b80a3c42-6d3b-4f0d-9612-ea95cc677ee9;Caleb Charles;terrisherman;#@j9!J@pU);1;"Judge of the protest committee; empire in races with direct judging on the water"
454d35b9-1170-4586-897a-8fb45b9feeeb;Maria Schneider;croberts;%d3O5bb+Xy;2;Chief Secretary
631625d1-04b6-44cd-b5b6-24951c1faef3;Clinton Anderson;imcdonald;K%Fi8Bn%w7;2;The senior judge at the finish line
9c707e59-2b80-41df-bd15-52c6787fb0a7;Lonnie Stephens;richardwolfe;(4T+mlMmr$;1;The senior judge at the finish line
e32d04e0-1a2d-433d-a877-29ffc96ff761;Angie Marquez;djones;+byzcXiz6a;2;The referee is at the finish line
6a5b5de9-5840-44b1-b6ac-e1e0fb36140b;Valerie Taylor;jacob42;(AIJub@zt9;1;The senior judge at the finish line
84fa44ad-5f7a-4f92-a79b-5e1881bc9267;Kimberly Jennings;gmoore;@nU3uDrJb3;1;Senior judge at the start
3105e8ee-afae-4edd-a418-ea7cd361c292;Kristin Campbell;abigailsanchez;^HSDfX6eV3;2;Chief Secretary
c82f7223-728c-401c-a930-767442fc0017;Grace Green;watkinscollin;+4Vn)Z@NX%;2;Deputy Chief Distance Judge
6b16e7cb-4932-479d-a040-23f93f990347;Jennifer Green;staceykrause;L6B*D_vt^n;1;Deputy Chief Distance Judge
1c03930a-e9b2-4e4a-853e-0259c16cd756;Laura Wiley;powelldean;)J4tC&Iqg2;2;Deputy Chief Judge for the MTO
eda9237a-7445-4e2b-9b29-be15536a0b27;Angela Cobb;rstuart;_8U!1FTe9k;1;"Judge of the protest committee; empire in races with direct judging on the water"
a7af7361-fb04-44f4-bdfd-621d5d737bb9;Albert Villa;uhaley;L#l5GwocZi;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
1507080f-c868-470f-96ac-b79fbcd4ceea;Gina Mccoy;davidmurphy;#4RJrIQfmd;2;The referee is at the starting line
b0fb2238-7603-4e3d-bc34-384b7fdd6931;Jennifer Marsh;jason70;h%zQ7QEnPp;2;Deputy Chief Judge for the MTO
81c5ed00-c350-40bb-8fdd-7055c6a53528;Brett Crawford;mitchellchristopher;Tp876aBQA(;2;"Judge of the protest committee; empire in races with direct judging on the water"
bbddf25d-9417-417a-b8b5-d35d1dd341cc;Raymond Bates;jacksonchelsea;ZVC7UvDX#W;1;Deputy Chief Distance Judge
dfb2f43f-eb4f-41de-a032-045a9fa80f45;Jacob Ramsey;kaitlynlopez;&9P_d&2iSg;2;The referee is at the finish line
56d1c2a0-704a-48c6-96ce-02e1fb0be047;Dr. Michael Francis DDS;allen48;P0F&FuVh#&;1;The referee is at the starting line
dad16ad5-74d7-4b38-a914-ab6804f5eb24;Thomas Mahoney;april07;4_3!C^l^_W;1;Chief Secretary
66c04531-70cc-494f-a103-181b811b4163;Matthew Wilson Jr.;mariebraun;YAhYU(b)$3;2;Chairman of the Technical Committee
e6aa9def-e506-4cc0-ae3a-cda9249cb3be;Jonathan Johnson;amber27;qn38vW&t^0;2;The referee is at the starting line
f1630799-ae71-4566-ad61-415f06d6f065;Patrick Zamora;fleonard;v%J3pyXf%@;2;Chief Secretary
6c8cbfae-6602-442e-9aa2-189f59309695;Anthony Hernandez;anthony41;)Z@RWIxl86;1;The referee is at the starting line
996785d0-503f-4f79-a0ed-58d229258efa;Kristen Duffy;dlowe;+cIVGfwj1o;2;Chief Secretary
0bd4fb14-dd57-4879-897f-0338186540ec;Pamela Jackson;iwalters;@cC&47Hyl8;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
90cf137f-d0b0-482b-962b-73146fb3ea8b;Misty Moran;amills;D5DU!uo^$A;1;Senior judge at the start
22cc5d41-94fb-475f-ab45-f60756468a25;Megan Jackson MD;williamsbryce;v!e9Ze7O*Q;2;Deputy Chief Judge for the MTO
5b85e7db-c1c4-476e-9bba-ed49fe184ba3;Michelle Lewis;cparks;(ptjOztl4B;2;Deputy Chief Distance Judge
2ebe2351-c03e-4360-aec4-e94b21b06d74;Alicia Morgan;julie58;%9_7J$Zu*7;2;"Judge of the protest committee; empire in races with direct judging on the water"
22c23791-ce51-49f9-9ee1-6e89fd6053dd;Logan Lawson;brian09;%6Ar7Womgs;1;Chief Secretary
2525ccc8-5857-49ed-a4a5-2585e0c5a820;Meredith Carlson;cameronmaria;(!AOlUwNf5;2;The senior judge at the finish line
7f04c4b0-fbe2-43a9-9782-943a23dd93a5;Robert Cummings;johnherrera;q@$9I2Bdp+;1;The senior judge at the finish line
0e677d51-f587-4091-9896-22f79e548a3e;Nicole Carpenter MD;tayloradrian;v4Nm5cgx@(;1;The senior judge at the finish line
e64493cc-61f7-4a8c-a6e9-6fd6ad3ab1d6;Lisa Cisneros;uphillips;6v^16MIm$5;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
888dfb8c-58c1-4972-8635-73df481e27fb;Brandy Edwards;linda27;5NFy6v_u(N;1;Deputy Chief Distance Judge
33bc696c-e82b-46db-b91b-8754a6ddf873;Jacob Smith;jimeneztyler;%4qqJQH9y!;2;Senior judge at the start
7030208d-f7ff-4762-82c2-d10274fdf937;Thomas Diaz;james74;_&X3iuAtv6;1;Senior judge at the start
68d97d5c-22c8-4bfe-b23e-6e18ec2c7da6;Richard Harris;gallowaypatrick;$svQ6BjV8o;1;Chairman of the Technical Committee
868347e7-3ec2-407c-9b99-9287445755e2;Shaun Cannon;ykim;#&3#L+mgKA;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
49f3477d-3730-4d86-aed4-653a46a6bbaa;Steven Grant;rebekah35;5NwFQGc4)5;2;Chief Secretary
2aea8889-f8ec-4898-ac26-d234e93aec2f;Vanessa Nelson;melanie75;VW4DyD8ng^;1;The senior judge at the finish line
494ba615-685d-4cdb-ae41-7c17b0f8d6a8;Johnathan Reynolds;gwilliams;(0OR^*6q2#;2;Deputy Chief Distance Judge
e72353a6-b411-481e-b3d1-58aa7c81720d;John Sparks;andreroberts;Qj9UNE%kJ);1;Chairman of the Technical Committee
439abb4e-dbeb-40e5-84e6-6b9cb9995447;Lucas Allen;dominguezstephanie;AOwBdRPh&0;2;Deputy Chief Judge for the MTO
69e20de9-1b16-4bbd-817f-8002535fb28f;Sarah Rodriguez;emily11;^t1WrmQow4;2;"Judge of the protest committee; empire in races with direct judging on the water"
c28d2403-7ee8-4f86-9cff-7695381ed185;Heidi Peterson;ethomas;*WS78PGqTc;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
fedb69d8-23a7-4aeb-8b3d-b848246c87ae;Donald Obrien;peterfarrell;KCx&H0Kn#0;1;Chief Secretary
ce9f1f92-444d-4641-89ac-342621d67ac8;Kenneth Haynes;smithdaniel;+x1Rt1t$PY;2;The referee is at the finish line
151ed2d9-0ad1-441d-9ae0-8d14029b84ba;Monica Parsons;belldaniel;+y%cFtCR79;2;The referee is at the finish line
87aac97e-ac3c-4682-9c0e-1046b88d4427;Melissa Thomas;aguirreheather;sucENkG4@6;2;Chief Secretary
33dc30da-a5f9-417a-a8cb-04a51c96168d;Chad Riley;jonathanwaters;c)#9gVihw+;1;Deputy Chief Judge for the MTO
cb253e07-4962-47f5-b682-cdd2e482c660;Philip Morgan;hdavis;^8EH6RTw_o;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
c748988f-8ea7-4b54-8129-93a0d2b42212;Jonathan Taylor;kelly87;K%B9RyNI7o;2;The referee is at the finish line
dc2c8d40-f604-4b75-aaca-1ceb61f17670;David Lewis;bryanjackson;0tO*7lCgl^;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
137a0b5a-a1b8-4800-bc72-dc38884967be;Tracey Strickland;shawtonya;J)wT+5Ol!@;1;The senior judge at the finish line
0ab88ad9-0877-46af-88a9-de6a813023f6;Mariah Knight;cherylpowers;LLr18gpVu#;2;Chief Secretary
e22ecc1c-eb1f-4345-bbb6-a47974b00a3a;Laura Garcia;zalvarez;$qgVlufWO7;1;Chairman of the Technical Committee
2f32d261-166e-4137-b4f2-dfccea27fbcf;Jason Wells;ywilliams;0+27RWmBtc;2;The referee is at the finish line
ac19df49-5bcb-45e1-ae44-c5ed9dc71a96;Deborah Porter;hurstwhitney;8xdNIgsM!6;1;Senior judge at the start
714a272b-96d8-42ce-ab8f-e039afb6a3c1;Danielle Davis;randallaustin;$IH&(j0#k4;1;The referee is at the starting line
26a0b617-9682-4cf1-9f45-af650b609bf9;Michael Schroeder;matthew65;2I7dIvv#M(;2;Senior judge at the start
47efbfec-5158-49d6-92a4-3d48cea09a95;Nicole Griffin;michaelaolsen;l)@q4T4z82;2;The referee is at the starting line
38efc40e-5756-44d0-bf7a-df70905e7222;William James;jbowman;)5RaD!yhAi;1;The referee is at the starting line
1ab0a215-cb81-4404-9032-16d520f6a7a7;Victoria Sanchez;ruth82;6xoRu@x+)(;2;Deputy Chief Distance Judge
7b2cb37c-2c9c-450b-8702-08a70bb05cc4;Alexis Zimmerman;townsendkristin;lE(4lCCtv5;2;Chairman of the Technical Committee
fd24ce8a-4e38-443a-b99c-e593ac57f327;Nicholas Espinoza;erica03;n^!_^2Fc$t;2;Chief Secretary
316517da-b5c1-4bae-897f-79bfd6d956a6;Darryl Jordan;btorres;@SIQp_Gf+1;2;The referee is at the starting line
73a14668-8ddf-4d35-b4f2-a569a83e7599;Holly Brown;lanceanderson;yz6qIEz5$8;1;The referee is at the starting line
4a09c200-65a4-487b-9548-c8e3539b0185;John Flores;jessica04;C73h@LUs&@;2;Deputy Chief Distance Judge
f3109a1e-8e07-407f-b284-33ce75d65196;Patricia Smith;raymond88;A3kI29Su)o;1;The referee is at the finish line
545ed1eb-2751-43d6-bc5d-9900a0e5a756;Steven Gonzalez;rogerscarmen;+8lP@h9m_f;2;The senior judge at the finish line
d3e4c28a-a217-4aed-8da5-1e0f22361628;Michelle Newton;rflores;_92AipyPxc;2;Deputy Chief Distance Judge
5ba4db08-1ebf-4076-a78d-00848334d80d;Bruce Faulkner;ulowe;Pn5Lo3wj@X;1;Deputy Chief Distance Judge
60babbc0-776b-42dd-b836-d949421bd854;Elizabeth Pruitt;karen42;GR2Pz8VM^I;1;The senior judge at the finish line
ae83fd0f-2f78-4ca9-8541-c9d0ef8b5728;Heather Martinez;moniquecasey;82KTKx#L(b;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
23cc43f8-5ee2-4fbd-999c-fb0f930f1ebe;Gloria Barton;todd89;v0Bp8Crc&R;2;Chairman of the Technical Committee
5b4455db-5585-4844-8877-c2fd65f17c15;Allen Weaver;jeremylee;^17tT^vcS2;2;Deputy Chief Judge for the MTO
c4f5f14d-e943-41cb-8c01-4b5e88982413;John Smith;tyler84;&Vh9F5BsFz;1;The senior judge at the finish line
d156f9a4-ea89-4ee8-9bc8-3f441a22f019;Jonathan Gomez;jacobhernandez;*HF&MhCsH5;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
bb108dd5-ee9f-4069-b76f-97daf5fbdce5;Autumn Higgins;omar23;$1EgTXQwMp;1;The senior judge at the finish line
41a3abbc-888f-41a6-8e82-6e8a0a0421df;William Pugh PhD;ibooth;r@5JpnP8pL;1;Chief Secretary
714a6e2e-2e3f-427a-bbb5-9e74f2db227d;Sandra Moore;gomezmonica;$#!4UPDmc7;1;Deputy Chief Distance Judge
a679ceb7-8781-4387-b278-e2c3fde28d5a;Angela Johnson;parkerkevin;!3ZNAld_Lb;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
4a7baf1c-2f95-45ad-abd9-5193aa771194;Laura Hall;richardhester;Yi@9ApQq8B;1;Deputy Chief Judge for the MTO
12fcf2ca-bcce-48ae-b84d-ee878ff5d88c;Justin Cortez;gpugh;G&H%3SMcxV;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
f03583cd-31ab-42d5-947b-edaf0f5f8f4e;Nathan Smith;saunderspaul;1XpHSfZw&q;2;The senior judge at the finish line
5b358245-55a7-4e06-ab54-a71ae631c926;Austin Cervantes;david27;TgL8l5w+*7;1;Deputy Chief Judge for the MTO
2c793863-eef4-4beb-b90e-9ddbcea62655;Shannon Mccarty;sdiaz;^3GOS5gDe3;2;The senior judge at the finish line
ba338c7f-8adc-41cd-a369-2096ab3568a1;Teresa Charles;jamie64;+Fqe31Ofl!;2;Deputy Chief Judge for the MTO
45a3c2a7-8b3a-4004-bc1c-1e8526f3a0a9;Joe Frazier;andrew12;Kcv)1Ag^)+;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
b772c8c9-4414-4a88-a248-f43aa0d7d7e9;Rebecca Olson;earl93;F_1KiQcU7#;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
fa2b7098-c254-45cf-a5ac-b3d295d82a44;David Banks;jhouse;cbV!azi#@2;1;Chief Secretary
7a283d3e-d5c9-40b0-946d-b0bca49ad08a;Richard Washington;andrewmeza;%S89Uz3f@1;1;"Judge of the protest committee; empire in races with direct judging on the water"
93e6131f-3665-4d9c-93e0-f7d29153c10d;Dawn Greer;jacob66;$j4bQt3*9_;2;Chief Secretary
6aff6254-aeda-471e-9f15-7d319a30f68b;Kurt Jennings;lsalas;ww6^ZKdw#%;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
fc5e38e4-72b1-43fd-b810-35d478d791b7;Sherry Benitez;matthew82;(bH+zHJ*t6;1;Deputy Chief Judge for the MTO
967bd32c-37d5-427e-a566-73124e1c0d82;Kristine Osborne;johnsonolivia;*B5)llSvSX;2;Chief Secretary
2545b8dd-95cf-4f13-a06c-7300d5fdf7c3;Lisa Holder;robert64;(J0Ikgp64N;2;Senior judge at the start
8fdda279-ccf8-4cc5-93b5-3a673e8e4512;Kevin Wilson;idaniel;k*a8PkiacZ;2;Deputy Chief Judge for the MTO
